Nombre componente/instancia;CHECK UNICIDAD;TORRE;ENTORNO;DUPLICADO?;VERIFICACION EN LISTA ENTITIES DYNATRACE;VERIFICACION CMDB - ESTADO;VERIFICACION CMDB - GRUPO;VERIFICACION CMDB - ENTORNO;VERIFICACION CMDB - SISTEMA OPERATIVO;CHECK INVENTARIO PLAN;Estado Monitoreo Integración;MARCA OBSOLESCENCIA;[Instancia] : Nombre ORI;[Instancia] : Motor de Base de Datos;[Servidor] : Display Label;Notas;Réplicación 
tsecwdb012;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwdb012;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWDB016;1;BDD INST;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWDB016;mariadb;TSECWDB016;;
TSECWDB016;0;BDD INST;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWDB016;MicrosoftSQLServer;TSECWDB016;;
TSECWDB016;0;BDD SERV;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWDB016;mariadb;TSECWDB016;;
TSECWDB016;0;BDD SERV;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWDB016;MicrosoftSQLServer;TSECWDB016;;
tsecwdb016;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwdb016;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWDB017;1;BDD INST;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWDB017;MicrosoftSQLServer;TSECWDB017;;
TSECWDB017;0;BDD SERV;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWDB017;MicrosoftSQLServer;TSECWDB017;;
tsecwdb017;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwdb017;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWDB018;1;BDD INST;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWDB018;MicrosoftSQLServer;TSECWDB018;;
TSECWDB018;0;BDD SERV;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWDB018;MicrosoftSQLServer;TSECWDB018;;
tsecwdb018;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwdb018;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWDB020;1;BDD INST;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWDB020;MicrosoftSQLServer;TSECWDB020;;
TSECWDB020;0;BDD SERV;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWDB020;MicrosoftSQLServer;TSECWDB020;;
tsecwdb020;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwdb020;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWDB021;1;BDD INST;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWDB021;MicrosoftSQLServer;TSECWDB021;;
TSECWDB021;0;BDD SERV;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWDB021;MicrosoftSQLServer;TSECWDB021;;
tsecwdb021;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwdb021;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWDB022;1;BDD INST;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWDB022;MicrosoftSQLServer;TSECWDB022;;
TSECWDB022;0;BDD SERV;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWDB022;MicrosoftSQLServer;TSECWDB022;;
tsecwdb022;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwdb022;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWDB023;1;BDD INST;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWDB023;MicrosoftSQLServer;TSECWDB023;;
TSECWDB023;0;BDD SERV;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWDB023;MicrosoftSQLServer;TSECWDB023;;
tsecwdb023;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwdb023;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWDB024;1;BDD INST;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWDB024;MicrosoftSQLServer;TSECWDB024;;
TSECWDB024;0;BDD SERV;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWDB024;MicrosoftSQLServer;TSECWDB024;;
tsecwdb024;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwdb024;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwdb027;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;tsecwdb027;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwdb028;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;tsecwdb028;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwdb029;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;tsecwdb029;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWDB031;1;BDD INST;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;TSECWDB031;MicrosoftSQLServer;TSECWDB031;;
TSECWDB031;0;BDD SERV;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;TSECWDB031;MicrosoftSQLServer;TSECWDB031;;
tsecwdb031;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;tsecwdb031;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWDB033;1;BDD INST;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;TSECWDB033;MicrosoftSQLServer;TSECWDB033;;
TSECWDB033;0;BDD SERV;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;TSECWDB033;MicrosoftSQLServer;TSECWDB033;;
tsecwdb033;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;tsecwdb033;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwdb036;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;tsecwdb036;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWDH001;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWDH001;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwft001;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwft001;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwft002;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwft002;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwft003;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwft003;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWFT004;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWFT004;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWFT005;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWFT005;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWMD001;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWMD001;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWMD001;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWMD001;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWMD002;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWMD002;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWMD002;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWMD002;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWMD003;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWMD003;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWMD003;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWMD003;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWMT001;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWMT001;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWMT001;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWMT001;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWMT001;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWMT001;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwmt002;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwmt002;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwmt002;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwmt002;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwmt002;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwmt002;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwsa002;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwsa002;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwsa003;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwsa003;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWSA004;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWSA004;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWSA004;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWSA004;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwsa007;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;tsecwsa007;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwsa008;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;tsecwsa008;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWSB001;1;BDD INST;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWSB001;MicrosoftSQLServer;TSECWSB001;;
TSECWSB001;0;BDD SERV;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWSB001;MicrosoftSQLServer;TSECWSB001;;
TSECWSB001;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWSB001;Microsoft Windows Server 2016 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwsb003;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;tsecwsb003;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwsd003;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;tsecwsd003;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwsd003;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;tsecwsd003;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWSD004;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;NO ENCONTRADO EN PLAN;CON SOPORTE;TSECWSD004;Microsoft Windows Server 2022 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwsm001;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwsm001;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwsm001;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwsm001;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
tsecwsm001;0;WINTEL;ENP;DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;tsecwsm001;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
TSECWTI001;1;WINTEL;ENP;NO DUPLICADO;ENTITIES DYNATRACE;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO CMDB;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;TSECWTI001;Microsoft Windows Server 2019 (64-bit);poweredOn;TSECWVC001;VMware Virtual Machine Instance
